Unnamed: 0,Gene,scores,log2FC,p_value,q_value
8049,Cd83,0.5960992,0.34572595,0.5511775401030433,0.9236714781394888
8050,Gm10399,0.5960782,0.1963099,0.551204590905963,0.9236714781394888
8051,Ogg1,0.5959225,0.07085268,0.5513033584368184,0.923787135200654
8052,Sumf1,0.5957472,0.08254931,0.5514237608622394,0.9238638593433568
8053,Cr2,0.59571403,0.12737556,0.5514383999268708,0.9238638593433568
8054,Errfi1,0.595418,0.16688381,0.5516432378540157,0.9241073240050036
8055,Tenm3,0.59432787,0.81127256,0.5523918625572528,0.9250051423895792
8056,Gm16235,0.59422,0.26972,0.5524472795142865,0.9250051423895792
8057,Srpk2,0.59421086,0.0317565,0.5524435864597663,0.9250051423895792
8058,Gm45844,0.5939749,0.15782517,0.5525992013368872,0.9251098711043376
8059,Zfp866,0.5934637,0.055075854,0.5529457185225963,0.925471303077184
8060,Tm4sf20,0.5933316,0.44649386,0.5530521867845282,0.925471303077184
8061,Ssmem1,0.5932131,0.74768436,0.5531419991834454,0.925471303077184
8062,Lin7a,0.5931987,0.7536879,0.5531538049077311,0.925471303077184
8063,Max,0.5930798,0.03563002,0.5532017827278872,0.925471303077184
8064,Tssk2,0.5926811,0.6525811,0.5535047756263569,0.9258545781508464
8065,Gm6249,0.5925644,1.440248,0.553589641934272,0.9258545781508464
8066,Rsph14,0.5924743,1.4399413,0.5536499240243224,0.9258545781508464
8067,Gm26599,0.59241134,0.35319793,0.5536495877185612,0.9258545781508464
8068,B430218F22Rik,0.5924075,0.58697766,0.5536920271747641,0.9258545781508464
8069,Psg25,0.59237814,1.4396657,0.5537142638525492,0.9258545781508464
8070,Clasrp,0.59236085,0.039933834,0.5536845351624451,0.9258545781508464
8071,C1s2,0.5922405,0.94282067,0.5537575323080646,0.9258545781508464
8072,Mustn1,0.59223413,0.3299485,0.5537660235285762,0.9258545781508464
8073,Satl1,0.5914545,0.6514699,0.5543280090969973,0.9265554777957292
8074,Fbrs,0.5910776,0.042098295,0.5545441307583061,0.926827232729104
8075,Gpr153,0.590532,1.3735278,0.554961731241139,0.9272653559446375
8076,Tmem26,0.59049875,0.462903,0.5549252442656518,0.9272653559446375
8077,Bcl2l14,0.59032786,0.16356342,0.5550520681790239,0.9273165047163732
8078,Znrf3,0.59009194,0.054904185,0.5552038665734971,0.927470314094723
8079,Gm28294,0.5898912,1.4311361,0.5553795752466084,0.9276141324296971
8080,Fst,0.58970135,1.379254,0.555516504277406,0.927792933218216
8081,Gm13483,0.58959055,0.39951968,0.5555662260925747,0.9278260739406649
8082,1700084D21Rik,0.58943146,1.0594116,0.5556525341739362,0.9278704099646828
8083,Zfp661,0.5893513,0.13737674,0.5556998142976572,0.9278994640740524
8084,Mapkbp1,0.58892065,0.07583786,0.555993225646373,0.9283394792986784
8085,Ercc6,0.5887551,0.05195602,0.5561010537547502,0.9284695963356232
8086,9430097D07Rik,0.5886367,0.68736804,0.5562098769907086,0.9285119969939272
8087,Csnk1e,0.5886313,0.045836844,0.5561831591618563,0.9285119969939272
8088,Gm37759,0.5885831,1.3267771,0.5562772024422844,0.9285491755019974
8089,1700037C18Rik,0.58857685,0.09158603,0.5562161520008061,0.9285119969939272
8090,2810414N06Rik,0.58804816,0.19948585,0.5565753313303528,0.928960698228406
8091,Rsbn1,0.58791524,0.047154978,0.5566658024946456,0.9290129072320216
8092,Zfp110,0.5874083,0.062005386,0.5570034732211047,0.9293997018557466
8093,Olfr1160,0.587378,1.3594593,0.557077147156185,0.9293997018557466
8094,Prrc1,0.5869147,0.047616754,0.5573354563153237,0.929730750736489
8095,Pomt1,0.5868557,0.051377878,0.5573749721230518,0.9297467237503828
8096,Gm11665,0.58684796,1.354881,0.5574335542160762,0.929794497452426
8097,Plekhm3,0.58669406,0.06329787,0.5574868447509331,0.9298255657483474
8098,Gys1,0.5866532,0.069971465,0.5575120667461592,0.9298255657483474
8099,Igkv14-111,0.5864355,0.43895727,0.5576885491008376,0.9299367059070256
8100,Mxd1,0.5863868,0.058180664,0.5576878874227962,0.9299367059070256
8101,Dmpk,0.586345,0.11625629,0.5577256586182865,0.9299367059070256
8102,Trim30b,0.5863242,0.07484145,0.5577284388243469,0.9299367059070256
8103,Dcaf10,0.5862464,0.058830544,0.5577850244756426,0.9299765778697924
8104,Rasal2,0.58615744,0.07923198,0.5578439593971259,0.9299795174294816
8105,Lnx1,0.5859267,0.25855783,0.5580003294601887,0.9301902636207452
8106,Ltbp2,0.5857435,0.6911762,0.5581460466068817,0.9303832296571742
8107,Gm41307,0.5856569,0.9141614,0.5581849242136061,0.9303980918735968
8108,Ghrl,0.5854637,0.18706928,0.5583188917469772,0.9305214977146246
8109,Gm11639,0.58537644,0.6645311,0.5583601297618145,0.9305402838777236
8110,Ltf,0.5849743,0.77565926,0.5586872205330782,0.9310354330371192
8111,Vmn1r4,0.58483195,0.81346905,0.5587635652265508,0.9310627275692251
8112,Vmn1r34,0.5845594,0.7612657,0.558938482834195,0.9313042178167226
8113,4930598A11Rik,0.58443826,0.39003685,0.5589995552657374,0.9313560033086674
8114,Myo1a,0.5843469,0.7199673,0.559090302340498,0.9314572218777556
8115,Tsr1,0.58404624,0.04345231,0.5592614789378265,0.9315924635477056
8116,Crocc,0.58365625,0.08818189,0.5595293434011996,0.9319193047035949
8117,Gas2l2,0.58328086,1.4084945,0.5598179073848799,0.9323192898220892
8118,Gm32802,0.5832189,1.408247,0.5598596309884389,0.9323387741236656
8119,Trmt1,0.5820159,0.040462185,0.5606296619376461,0.933293984621122
8120,Gm15283,0.5813465,0.16300352,0.5610871712991694,0.9338821852577106
8121,Mtbp,0.58101356,0.066301554,0.5613058255417478,0.934045860379824
8122,Gm1647,0.58054256,1.1809015,0.5616795574482578,0.9345676095719204
8123,Smim5,0.5800277,0.06976195,0.5619707606723991,0.934840402072304
8124,Tasp1,0.57996273,0.059874497,0.5620133777940431,0.934840402072304
8125,Ddx43,0.5799568,0.32301742,0.5620262393627558,0.934840402072304
8126,Mfsd8,0.57985675,0.06314304,0.5620843444141302,0.934840402072304
8127,4930563I02Rik,0.579513,1.1593179,0.5623723502649092,0.9351190678862772
8128,4930404A05Rik,0.5792644,1.394912,0.5625230714342988,0.9352695260078856
8129,Qtrt2,0.5791258,0.05187965,0.5625765706514919,0.9353083974965616
8130,Olfr482,0.5788429,0.13957793,0.5627655348770404,0.9355724693258064
8131,Tbr1,0.5779136,0.73156595,0.5634258512382814,0.9362692223739688
8132,Pcdhga1,0.5777708,0.23039925,0.5634951779514932,0.9363343193989576
8133,Gm27008,0.5774284,0.19882394,0.5637408389858809,0.93656676873801
8134,Gm10384,0.5773728,0.07274977,0.5637557093115281,0.93656676873801
8135,Gm12925,0.57703054,0.5666845,0.563993676539861,0.9369119797567166
8136,Dexi,0.57665384,0.04962885,0.564243917335407,0.9372775417254944
8137,Tfe3,0.5761001,0.065160535,0.5646228433030585,0.9378066513205966
8138,Henmt1,0.5760509,1.032,0.5647091023877837,0.9378997569903113
8139,Gm26544,0.5757396,0.8805363,0.5649021548269826,0.9380197109161162
8140,Ighv1-37,0.5753868,0.64459497,0.5651168832489895,0.938146157466062
8141,Cldn18,0.5753548,0.73667413,0.5651293601764775,0.938146157466062
8142,Plekhf1,0.5752593,0.12895106,0.5651909734534101,0.9381644411775992
8143,Gm15845,0.5752056,1.38131,0.5652630918977436,0.9382176916297308
8144,Zfp874a,0.57490385,0.06573729,0.5654280659847728,0.9383911994562104
8145,Gm45619,0.5748157,1.3801211,0.5655266716498708,0.9384043889464272
8146,Tubb1,0.57457983,0.45652714,0.5656550583188897,0.938466983275978
8147,Tmprss11a,0.573813,0.34933585,0.5661747602881755,0.9391786768818756
8148,Speer1,0.5734506,0.8707186,0.5664505398219974,0.9395357661089888
8149,Tsr3,0.5730785,0.055746432,0.5666618046599494,0.9397270892183044
8150,Serpinb6b,0.5730435,0.07508052,0.5666869375809733,0.9397270892183044
8151,Gm38204,0.5729895,1.3264328,0.5667709111859809,0.9397659710090914
8152,Ap2a1,0.57294244,0.04453162,0.5667573314363952,0.9397659710090914
8153,A230028O05Rik,0.5728648,1.2020949,0.5668324649422747,0.93981488134394
8154,Gm9484,0.5727931,0.270838,0.5668609386394872,0.93981488134394
8155,Gm13388,0.5727302,0.2561066,0.5669068417271963,0.9398408070126862
8156,Casp9,0.57258815,0.07529629,0.5669979276786149,0.9399297903296808
8157,Fam192a,0.572472,0.039961506,0.5670765011232136,0.9399297903296808
8158,Nhlrc1,0.57241535,0.12349679,0.567111858809677,0.9399297903296808
8159,Gm33091,0.57214326,0.8942038,0.5673154307978947,0.9401166589768408
8160,Ccdc13,0.5717111,0.87081003,0.5676056996507071,0.9403467664987946
8161,Gm32479,0.5714475,0.8356791,0.5677951817040009,0.9404599838625102
8162,Gm37971,0.5712586,1.3015981,0.5679469548280616,0.940661197305232
8163,Gm53,0.5709451,0.5984415,0.5681231902458777,0.9408138032891602
8164,Csprs,0.57074577,1.3002911,0.5682943501640028,0.9409856273671098
8165,Gpam,0.5705121,0.0831466,0.5684024523279907,0.941036018375082
8166,Tceal8,0.57046616,0.050362874,0.5684306732105704,0.941036018375082
8167,Tpd52l1,0.5704385,0.40486234,0.5684459998286732,0.941036018375082
8168,Kcnmb4,0.5702865,0.8589023,0.5685937371689237,0.941230413151372
8169,Gm34481,0.5699163,1.2673779,0.56886358943268,0.9415053229787133
8170,Trim32,0.56989706,0.06956469,0.5688204660808325,0.9415053229787133
8171,Gm49002,0.56978315,0.912927,0.5689173016636122,0.941515080396512
8172,Ccdc43,0.56947833,0.05716767,0.5691059309762351,0.9416766917783892
8173,Dnajc7,0.56913596,0.028034685,0.5693338181537022,0.941917661135786
8174,Pcbp2,0.5691217,0.019073661,0.5693425594795576,0.941917661135786
8175,Gm7075,0.56903654,0.77164656,0.569451973119693,0.9420484854981528
8176,C1qtnf3,0.5685446,0.58153456,0.5697348890020846,0.9421651671201264
8177,Olfr588-ps1,0.568409,1.2878869,0.5698799168196615,0.9422817548847708
8178,CT030713.2,0.56823564,0.9221936,0.5699821464841454,0.9423733145976024
8179,Gm11635,0.5680923,0.6237478,0.5700270345473206,0.9423973541925116
8180,Inpp5f,0.56772786,0.055351272,0.5702923956074804,0.9427858688670724
8181,Pdlim2,0.5674337,0.051013272,0.5704902763615985,0.9430047731660052
8182,Dscr3,0.5672841,0.053743247,0.5705922484845756,0.943014114039341
8183,Ctbs,0.56725353,0.08577515,0.5706126687533963,0.943014114039341
8184,2810459M11Rik,0.5671306,0.30385548,0.5706753288339821,0.9430674783822918
8185,4933411E06Rik,0.56699014,0.7112602,0.5708023514945618,0.9431770031905832
8186,Foxa3,0.56698674,0.14690489,0.5707903955404273,0.9431770031905832
8187,5033428I22Rik,0.566878,0.9665108,0.5708919457921324,0.9432327347200012
8188,1700023C21Rik,0.5666858,1.3530604,0.5710356171503653,0.9434118439758616
8189,1110065P20Rik,0.5665074,0.069979995,0.571119218243337,0.9434997650747642
8190,Spic,0.56588775,0.1526588,0.5715486034762041,0.944015217764016
8191,Klf2,0.5658545,0.13693537,0.5715609737868501,0.944015217764016
8192,Adam30,0.5651424,0.4430515,0.5720607821106368,0.9446773227515576
8193,Pcdhb15,0.5648472,0.65282786,0.5722661099992672,0.9448757783058626
8194,Olfr809,0.5647506,0.72048545,0.5723364323524373,0.9448757783058626
8195,Gm13209,0.56463325,1.0685455,0.5724278494915427,0.9449578443602612
8196,Gm45069,0.5643777,0.26930377,0.5725729678809732,0.9451471598770924
8197,Psd3,0.56419027,0.043645427,0.5726953227581502,0.9451963118710112
8198,Atp10a,0.56414795,0.044252474,0.5727244969621276,0.9451963118710112
8199,Lrrc24,0.563919,0.3956732,0.5728696298404135,0.9453855883208993
8200,Enpp3,0.56331855,1.2037594,0.5733337877191979,0.9457494879173572
8201,Tcte2,0.5630877,0.27632996,0.5734404083110614,0.9458248791248414
8202,Gm17509,0.5627342,0.19446751,0.5736767358091784,0.9459815235945964
8203,Tnrc6c,0.56266934,0.030456211,0.5737307645762082,0.9459815235945964
8204,Rex2,0.5623384,0.6948068,0.5739744599765522,0.946122589836796
8205,Acmsd,0.56225526,0.4833597,0.5740003324729646,0.946122589836796
8206,Olfr484,0.56219035,0.9112474,0.5740706034426157,0.946122589836796
8207,4930405J17Rik,0.56210834,0.110605545,0.574108377091566,0.946122589836796
8208,Nr4a1,0.5619645,0.12638502,0.574219543103861,0.946240155210486
8209,Gm20513,0.5618781,0.66142505,0.5742792588028045,0.946240155210486
8210,4933432G23Rik,0.56185377,0.44833073,0.5742973635235018,0.946240155210486
8211,Slc51b,0.5618294,0.7953802,0.5743371176194163,0.946240155210486
8212,Atp6v1d,0.56174964,0.03852117,0.5743551546238717,0.946240155210486
8213,Gm12264,0.56174326,0.15915819,0.5743625635385454,0.946240155210486
8214,Olfr372,0.56148237,1.2906291,0.5745836101648891,0.946340100492073
8215,Acoxl,0.5614737,1.0192938,0.5745786826385486,0.946340100492073
8216,F12,0.5613919,1.3358457,0.5746365547573029,0.946340100492073
8217,E230025N22Rik,0.5613802,0.6192786,0.5746053483503631,0.946340100492073
8218,A030001D20Rik,0.56113815,0.29620346,0.5747790370756016,0.9464942706299428
8219,Pdgfc,0.561094,0.24655697,0.5748097904230242,0.9464942706299428
8220,Crybg2,0.56106585,0.17549293,0.5748216098222423,0.9464942706299428
8221,March11,0.5610222,1.0741899,0.5748646666565003,0.9465149784562196
8222,Leng9,0.5609124,0.09598298,0.5749262492362303,0.9465661851191696
8223,Klrc3,0.5608972,1.2926272,0.5749814852038954,0.9466069377603946
8224,H2-M2,0.56044847,0.35502762,0.5752470732218601,0.9469389621414792
8225,Gm44710,0.5604018,0.2882682,0.5752746440214795,0.9469389621414792
8226,Ctla4,0.5599334,0.3866074,0.5756020638853449,0.9472770623685206
8227,Hist2h3c2,0.559811,0.22271876,0.5756848660693941,0.9473631237971856
8228,Cdnf,0.55913436,0.24775375,0.5761476727507409,0.9480744890005168
8229,Eif2a,0.5585341,0.038182832,0.5765492054571462,0.9485341709701064
8230,Sh3bgr,0.55848706,0.9397418,0.5766146248463866,0.9485915419238632
8231,Ccdc169,0.5583292,0.5732639,0.5766881145722065,0.9486621826461158
8232,Rnft1,0.55816925,0.04406454,0.5767991345923769,0.9487945506143172
8233,Ruvbl1,0.5578806,0.030207865,0.5769946059831166,0.9489891621288457
8234,R3hcc1,0.55786234,0.050685048,0.5770091253712921,0.9489891621288457
8235,Gm34885,0.557729,0.17331535,0.5771054409512963,0.949097302079261
8236,Mpig6b,0.5576335,0.6196714,0.5771798851396441,0.9491694631807112
8237,Net1,0.5574646,0.045348976,0.5772821333416923,0.9492873377811676
8238,Mppe1,0.5572621,0.05273898,0.5774174561483223,0.9494093119651515
8239,Mex3c,0.55622464,0.05406243,0.5781257766331706,0.950171469344228
8240,Gm15013,0.55536383,0.068526,0.5787119156992536,0.9507322568092752
8241,Fam50a,0.55510837,0.044266593,0.5788903171761988,0.9508331350897012
8242,Pon3,0.55510014,0.04938143,0.5788957991822332,0.9508331350897012
8243,Nudt13,0.5550423,0.05335856,0.578933444536402,0.9508342581716404
8244,E030044B06Rik,0.555035,1.1104203,0.5789883421172688,0.9508342581716404
8245,E330013P04Rik,0.55464834,0.46521685,0.5792166651834141,0.9511589161258888
8246,Gm31108,0.5545302,0.318522,0.5792768273696347,0.9512074094605928
8247,Unk,0.5543293,0.04209247,0.5794220576586959,0.9513955772248036
8248,Rab3il1,0.5539915,0.08807683,0.5796561676592695,0.9515284122389014
8249,Gm15999,0.5535055,1.1021204,0.5800307631202399,0.9520111339614904
8250,Gm16275,0.55347764,0.2904852,0.580013215932595,0.9520111339614904
8251,Zfp524,0.5532679,0.077459626,0.5801513826230631,0.952117271084578
8252,Npc1,0.55313516,0.046176106,0.5802403359446984,0.9521853380590136
8253,Olfr459,0.55308574,1.0029359,0.5803056056667031,0.9522281804135424
8254,Tgtp1,0.5529511,0.062296703,0.5803605023392775,0.9522315692244312
8255,Myh15,0.5527338,0.91095203,0.5805213704086206,0.952445190220262
8256,Tmem94,0.5526636,0.045585264,0.5805611146971834,0.9524600747406824
8257,Olfr1505,0.55213416,1.3060122,0.5809595034299075,0.9528649048816152
8258,Tfip11,0.55208373,0.051751606,0.5809595693350966,0.9528649048816152
8259,Rassf8,0.5520809,0.098709956,0.5809612998461862,0.9528649048816152
8260,Gm21060,0.5520312,0.8662115,0.5810132820990084,0.9528998335808866
8261,Wbp2nl,0.5513639,1.261592,0.5814950197953619,0.9534381355776635
8262,Col6a2,0.5511884,1.0468861,0.5815924222750407,0.953497148456092
8263,Pou2f2,0.550915,0.053070348,0.581754679464361,0.9537128107595184
8264,Asap2,0.5508072,0.06240862,0.5818367258078918,0.95379696175434
8265,Fam186a,0.5507691,1.0516468,0.5818985396422351,0.9538479387410436
8266,Gm16596,0.55012786,0.48681593,0.5823247021359272,0.954070934062506
8267,Gm30034,0.5495768,1.2338797,0.5827244950939556,0.9545278016087396
8268,Cd19,0.54935354,0.3403537,0.5828235127019229,0.9545278016087396
8269,Arid3c,0.54925925,0.75697684,0.5829085924781415,0.9545278016087396
8270,Gm37305,0.54924434,0.091484755,0.5829087310129304,0.9545278016087396
8271,Dnajc24,0.54923034,0.04806776,0.5829141939302442,0.9545278016087396
8272,Pcdhga6,0.5492111,0.21188542,0.582928065877955,0.9545278016087396
8273,Palld,0.54905355,0.08436251,0.5830375236907986,0.9546274101968344
8274,Slc10a7,0.54896975,0.04293573,0.5830951368857591,0.954650355128037
8275,Ighv1-50,0.5489258,0.5735754,0.583135681770123,0.9546633896589
8276,Hexa,0.54886675,0.037164703,0.5831645843699376,0.9546633896589
8277,Micu2,0.548721,0.036074825,0.5832645280478331,0.954726339648377
8278,Tnfrsf22,0.5485872,0.076759994,0.5833597226910381,0.9548087991532366
8279,Bfsp1,0.54856384,0.66239387,0.5833763999077177,0.9548087991532366
8280,Srsf3,0.54850155,0.018659769,0.5834121126316104,0.954815759630756
8281,Ttc25,0.54848105,0.409588,0.5834421485522685,0.954815759630756
8282,Gm3248,0.54844546,0.39060545,0.5834782767653193,0.9548245641016788
8283,Per2,0.5482403,0.071318835,0.5835966268696813,0.9549396115578752
8284,Cntn3,0.54779595,0.9205364,0.583949917359373,0.9553949833382828
8285,Olfr945,0.5476787,1.2918581,0.5840141148159037,0.9553993418701012
8286,Bbs4,0.54766285,0.07051966,0.5839917142360219,0.9553993418701012
8287,Rrm2b,0.54740506,0.07272567,0.5841656602894811,0.955485902520045
8288,Stmn2,0.5472675,0.8485216,0.5842773034305306,0.955485902520045
8289,Slfn3,0.5471756,0.07245588,0.5843309504087528,0.955485902520045
8290,Gimap8,0.54716617,0.053718075,0.5843297288197193,0.955485902520045
8291,Acbd3,0.5471661,0.044892106,0.5843346099640088,0.955485902520045
8292,Podnl1,0.54715437,0.099407695,0.5843439530724301,0.955485902520045
8293,Aqr,0.54685944,0.03844941,0.5845439421428504,0.9556116365023392
8294,Prss39,0.5462193,0.8087888,0.5850106852379643,0.9558987119621022
8295,Gm26663,0.5461365,0.75067127,0.585051966133133,0.9558987119621022
8296,Zfp157,0.5461129,0.045638476,0.5850558137764277,0.9558987119621022
8297,Gm9961,0.5460161,0.18718418,0.5851233046580835,0.9558987119621022
8298,Gm5795,0.54600185,0.866819,0.5851428833364258,0.9558987119621022
8299,Golim4,0.5460015,0.043673623,0.5851335997652395,0.9558987119621022
8300,Ncald,0.54599345,0.45195907,0.5851510122690798,0.9558987119621022
8301,Gm16740,0.54580426,0.093657814,0.585270582513354,0.9558987119621022
8302,Gm15996,0.5457745,0.113989435,0.5852898875742434,0.9558987119621022
8303,Gm37170,0.5457495,0.5958714,0.5853352013640992,0.9558987119621022
8304,Ighv8-9,0.54534745,1.2845494,0.5856153854810542,0.956216133560917
8305,1700019D03Rik,0.54523873,0.19796394,0.5856527435093253,0.956216133560917
8306,Serpina3a,0.54494834,1.2832282,0.5858897397663247,0.956452217903674
8307,Sspn,0.54480183,0.41647622,0.5859725996660695,0.9565371990448645
8308,Pcdhb20,0.544696,0.2856908,0.5860370670289098,0.9565921489933102
8309,Svbp,0.54431707,0.038866293,0.586291676647713,0.9568149728518076
8310,4930463O16Rik,0.5443147,1.2691087,0.5863276372137007,0.9568149728518076
8311,Lyrm2,0.54429966,0.054180853,0.5863032526426529,0.9568149728518076
8312,Plpp5,0.54419464,0.04900127,0.5863719974808219,0.9568370802822892
8313,4930505O20Rik,0.5441798,1.28089,0.5864181927178815,0.956862179521222
8314,Wnt1,0.54399,0.68218046,0.5865212737810481,0.9569800921985544
8315,Rbks,0.54393125,0.07033035,0.586557665751887,0.9569891869171095
8316,Fmod,0.54387033,1.2800089,0.5866310479122008,0.9570205255380678
8317,Gm44889,0.5438593,1.2799686,0.5866386386088109,0.9570205255380678
8318,Cfap45,0.54369044,0.17684987,0.5867276546612648,0.9570653916161292
8319,Dnaaf3,0.54337734,0.06988028,0.5869391432063393,0.9573600805749792
8320,Gm45472,0.54316264,0.31501368,0.5870836876203471,0.9574952600669454
8321,Sec14l2,0.54299957,0.11894158,0.5871995465800317,0.957565067342808
8322,Tmprss11f,0.54299754,1.0249376,0.5872078869820522,0.957565067342808
